isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,dominant_color,category_group
9780140271799,0140271791,Rachel's Holiday,,Marian Keyes,Fiction,http://books.google.com/books/content?id=jSYcXXXVQd4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"RACHEL'S HOLIDAY, Marian's classic novel about addiction, is being given a new lease of life with a fantastic new jacket treatment. Here's Rachel Walsh, twenty-seven and the miserable owner of size 8 feet. She has regular congress with Luke Costello, a man who wears his leather trousers tight. And she's fond - some might say too fond - of recreational drugs. Until she finds herself being frogmarched to the Cloisters - Dublin's answer to the Betty Ford Clinic. She's outraged. Surely she's not thin enough to be an addict? Heartsick and Luke-sick, she seeks redemption in the shape of Chris, a Man with a Past. A man who might be more trouble than he's worth.",1997.0,3.95,626.0,598.0,"rgb(220, 233, 229)",Fiction
9780140275018,0140275010,Cod,A Biography of the Fish that Changed the World,Mark Kurlansky,History,http://books.google.com/books/content?id=6dKOlWVzT8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A history of the fish that has led to wars, stirred revolutions, sustained economies and diets, and helped in the settlement of North America features photographs, drawings, and recipes, as well as the natural history of this much sought after fish",1998.0,3.9,294.0,923.0,"rgb(215, 223, 216)",Non-Fiction
9780140275650,0140275657,Age of Iron,,J. M. Coetzee,Fiction,http://books.google.com/books/content?id=cUkGRf7ahXoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"South African professor Mrs. Curren has always been opposed to apartheid's brutality though she has lived isolated from its horrors, but as she nears death from cancer, she confronts a generation of blood and revenge.",1998.0,3.85,198.0,2842.0,"rgb(225, 215, 196)",Fiction
9780140277821,014027782X,Difficult Conversations,How to Discuss what Matters Most,Douglas Stone;Bruce Patton;Sheila Heen,Psychology,http://books.google.com/books/content?id=5nHFQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"What is a difficult conversation? Asking for a pay rise, saying 'no' to your boss or spouse, confronting a friend or neighbour, asking a difficult favour, apologizing. We all have conversations that we dread and find unpleasant. But can we develop the skills to make such situations less stressful and more productive? Based on fifteen years of research and consultations with thousands of people, DIFFICULT CONVERSATIONS pinpoints what works. Use this ground-breaking, step-by-step book to turnyour difficult conversations into positive, problem-solving experiences.",2000.0,4.07,250.0,59.0,"rgb(24, 160, 233)",Non-Fiction
9780140280463,0140280464,My Year of Meats,,Ruth L. Ozeki,Fiction,http://books.google.com/books/content?id=mtl3DQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Strange things happen in the love lives of two women--one a Japanese-American filmmaker from New York, the other a Japanese housewife--linked by a Japanese television show sponsored by an American meat exporter. A first novel. Reprint. Tour.",1999.0,3.95,366.0,11866.0,"rgb(35, 175, 207)",Fiction
9780140283334,0140283331,Lord of the Flies,,William Golding,Fiction,,The classic study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island,1999.0,3.67,182.0,1861140.0,"rgb(240,240,240)",Fiction
9780140285970,0140285970,Shadows and Wind,A View of Modern Vietnam,Robert Templer,History,http://books.google.com/books/content?id=CFiaQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines the problems facing modern Vietnam, a country emerging from its troubled past into a new world marked by conspicuous consumption and a lifestyle of leisure",1998.0,3.48,400.0,101.0,"rgb(47, 46, 41)",Non-Fiction
9780140286014,0140286012,Wanderlust,A History of Walking,Rebecca Solnit,Social Science,http://books.google.com/books/content?id=_R2MDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A cultural history of walking explores the ancient practice, from ancient Greece to the present, delving into Wordsworth, Gary Snyder, Rousseau, Jane Austen, and other cultural and literary icons to show how this basic activity has been imagined throughout history. 17,500 first printing.",2001.0,3.92,326.0,209.0,"rgb(148, 121, 84)",Non-Fiction
9780140288483,0140288481,Hunger,a novella and stories,Lan Samantha Chang,Fiction,http://books.google.com/books/content?id=gUNAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A firstgeneration immigrant from China marries an exiled musician whose unfulfilled desires nearly destroy their children, in the title story in a collection of tales about the trials and tribulations of Asian Americans. Reprint.",2000.0,3.89,192.0,793.0,"rgb(11, 17, 20)",Fiction
9780140289237,0140289232,For Lust of Knowing,The Orientalists and Their Enemies,Robert Irwin,Art,http://books.google.com/books/content?id=fji7CWiJyoUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Includes bibliographical references.,2007.0,3.7,304.0,10.0,"rgb(217, 206, 188)",Arts & Leisure Time
9780140296037,0140296034,A Year in Provence,,Peter Mayle,Biography & Autobiography,http://books.google.com/books/content?id=ZCSQ0DH_vgcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Enjoy an irresistible feast of humour and discover the joys of French rural living with Peter Mayle's bestselling, much-loved account of 'A Year In Provence'. Peter Mayle and his wife did what most of us only imagine doing when they made their long-cherished dream of a life abroad a reality: throwing caution to the wind, they bought a glorious two hundred year-old farmhouse in the Lub�ron Valley and began a new life. In a year that begins with a marathon lunch and continues with a host of gastronomic delights, they also survive the unexpected and often hilarious curiosities of rural life. From mastering the local accent and enduring invasion by bumbling builders, to discovering the finer points of boules and goat-racing, all the earthy pleasures of Proven�al life are conjured up in this enchanting portrait.",2000.0,3.96,210.0,408.0,"rgb(187, 148, 156)",Non-Fiction
9780140296150,0140296158,"Selected Letters, 1957-1969",,Jack Kerouac;Ann Charters,Biography & Autobiography,http://books.google.com/books/content?id=8BoBPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The second and final volume of letters from the Kerouac collection documents his romances, travels, writing, and emotional struggles, as well as his relationships with Allen Ginsberg, William Burroughs, Lawrence Ferlinghetti, Malcolm Cowley, and others. Reprint.",2000.0,4.16,656.0,261.0,"rgb(37, 42, 51)",Non-Fiction
9780140298512,0140298517,The Basque History of the World,,Mark Kurlansky,History,http://books.google.com/books/content?id=9P0gvGJSwJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A history of the Basque people of Spain speculates on the origins of this enigmatic group of Europeans whose language and culture have long baffled anthropologists. Reprint.,1999.0,3.84,400.0,3259.0,"rgb(183, 151, 95)",Non-Fiction
9780140299939,0140299939,World's End,A Novel,T. Coraghessan Boyle,Fiction,http://books.google.com/books/content?id=vQNMPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This multi-generational novel ranges over the history of the Hudson River Valley from the late seventeenth cenutry to the late 1960s with low humor, high seriousness, and magical, almost hallucinatory prose. It follows the interwoven destinies of families of Indians, lordy Dutch patrons, and yoemen.",1988.0,4.01,480.0,3180.0,"rgb(157, 96, 107)",Fiction
9780140307375,0140307370,Little Plum,,Rumer Godden,Juvenile Fiction,http://books.google.com/books/content?id=bCnOJnTP0Z8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,The new girl who moves into the mansion next door is a mystery to her eight and nine-year-old neighbors who plot to become her friends when they learn she too owns a Japanese doll.,1987.0,4.22,144.0,10.0,"rgb(212, 211, 208)",Fiction
9780140345827,0140345825,Strange Attractors,,William Sleator,Juvenile Fiction,http://books.google.com/books/content?id=DpgIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Max finds himself in possession of a time travel device which is eagerly sought by two desperate men, the scientist who invented it and the scientist's alter ego from a different timeline.",1991.0,3.71,176.0,226.0,"rgb(190, 190, 190)",Fiction
9780140366600,0140366601,The Puffin Book of Nonsense Verse,,Quentin Blake,Juvenile Nonfiction,http://books.google.com/books/content?id=hMjTHea0roQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A lively, upbeat collection of nonsense verse for all the family, including Lear, Carroll, Belloc and Nash, with Quentin Blake's wonderfully loopy illustrations.",1996.0,4.04,287.0,76.0,"rgb(246, 240, 203)",Fiction
9780140367355,0140367357,Five Children and it,,Edith Nesbit,Juvenile Fiction,http://books.google.com/books/content?id=T5WpzcIxwTsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A series of phenomenal adventures follow when young Anthea discovers a sand-fairy who can grant wishes.,1996.0,3.88,237.0,18215.0,"rgb(119, 73, 41)",Fiction
9780140367430,0140367438,The Enchanted Castle,,E. Nesbit,Juvenile Fiction,http://books.google.com/books/content?id=75V6xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"E. Nesbit's classic story of how Gerald, Cathy and Jimmy find an enchanted garden and awake a princess from a hundred-year sleep, only to have her immediately made invisible by a magic ring. Her rescue is difficult, funny and sometimes frightening.",2004.0,3.85,291.0,6124.0,"rgb(168, 82, 56)",Fiction
9780140383195,0140383190,Bound for Oregon,,Jean Van Leeuwen,Juvenile Fiction,http://books.google.com/books/content?id=b8YxNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Bound For Oregon (PB),1996.0,3.78,176.0,817.0,"rgb(191, 210, 201)",Fiction
9780140389661,0140389660,"That was Then, this is Now",,S. E. Hinton,Juvenile Fiction,http://books.google.com/books/content?id=l7XQD-EfgFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,HINTON/THAT WAS THEN THIS IS NOW,2008.0,3.91,159.0,25827.0,"rgb(210, 217, 202)",Fiction
9780140424386,0140424385,The Canterbury Tales,,Geoffrey Chaucer,Poetry,http://books.google.com/books/content?id=Ek_-lNfzGUcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"'Now as I've drunk a draught of corn-ripe ale, By God it stands to reason I can strike On some good story that you all will like' In The Canterbury Tales Chaucer created one of the great touchstones of English literature, a masterly collection of chivalric romances, moral allegories and low farce. A story-telling competition within a group of pilgrims from all walks of life is the occasion for a series of tales that range from the Knight's account of courtly love and the ebullient Wife of Bath's Arthurian legend, to the ribald anecdotes of the Miller and the Cook. Rich and diverse, The Canterbury tales offers us an unrivalled glimpse into the life and mind of medieval England. Nevill Coghill's masterly and vivid modern English verse translation is rendered with consummate skill to retain all the vigour and poetry of Chaucer's fourteenth-century Middle English.",2003.0,3.49,504.0,161011.0,"rgb(34, 53, 52)",Fiction
9780140433395,0140433392,The Birth of Tragedy,Out of the Spirit of Music,Friedrich Nietzsche,Literary Criticism,http://books.google.com/books/content?id=kJax-CzC3LoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents an argument for the necessity for art in life. This book is based on the author's enthusiasms for Greek tragedy, for the philosophy of Schopenhauer and for the music of Wagner. It outlines a distinction between two central forces: the Apolline, representing beauty and order, and the Dionysiac, a primal or ecstatic reaction to the sublime.",1993.0,3.98,160.0,9522.0,"rgb(38, 47, 57)",Arts & Leisure Time
